103,http://www.wikidata.org/entity/Q1074924
120,http://www.wikidata.org/entity/Q1075053
138,http://www.wikidata.org/entity/Q1075170
156,http://www.wikidata.org/entity/Q1075301
166,http://www.wikidata.org/entity/Q1075360
216,http://www.wikidata.org/entity/Q1073421
217,http://www.wikidata.org/entity/Q1073427
218,http://www.wikidata.org/entity/Q1073445
228,http://www.wikidata.org/entity/Q1073531
232,http://www.wikidata.org/entity/Q1073558
241,http://www.wikidata.org/entity/Q1073625
248,http://www.wikidata.org/entity/Q1073669
259,http://www.wikidata.org/entity/Q1074149
266,http://www.wikidata.org/entity/Q1074194
269,http://www.wikidata.org/entity/Q1074214
274,http://www.wikidata.org/entity/Q1074247
279,http://www.wikidata.org/entity/Q1074288
285,http://www.wikidata.org/entity/Q1074322
287,http://www.wikidata.org/entity/Q1074336
293,http://www.wikidata.org/entity/Q1074387
350,http://www.wikidata.org/entity/Q1076284
352,http://www.wikidata.org/entity/Q1076299
353,http://www.wikidata.org/entity/Q1076305
362,http://www.wikidata.org/entity/Q1076372
364,http://www.wikidata.org/entity/Q1076383
375,http://www.wikidata.org/entity/Q1076468
376,http://www.wikidata.org/entity/Q1076474
383,http://www.wikidata.org/entity/Q1076516
385,http://www.wikidata.org/entity/Q1076528
388,http://www.wikidata.org/entity/Q1076550
391,http://www.wikidata.org/entity/Q1076568
399,http://www.wikidata.org/entity/Q1076621
404,http://www.wikidata.org/entity/Q1076660
407,http://www.wikidata.org/entity/Q1076677
409,http://www.wikidata.org/entity/Q1076689
411,http://www.wikidata.org/entity/Q1076698
414,http://www.wikidata.org/entity/Q1076718
415,http://www.wikidata.org/entity/Q1076721
426,http://www.wikidata.org/entity/Q1076804
428,http://www.wikidata.org/entity/Q1076819
430,http://www.wikidata.org/entity/Q1076835
437,http://www.wikidata.org/entity/Q1076954
438,http://www.wikidata.org/entity/Q1076959
439,http://www.wikidata.org/entity/Q1076965
442,http://www.wikidata.org/entity/Q1076988
445,http://www.wikidata.org/entity/Q1077009
457,http://www.wikidata.org/entity/Q1077091
464,http://www.wikidata.org/entity/Q1077136
474,http://www.wikidata.org/entity/Q1077214
475,http://www.wikidata.org/entity/Q1077219
477,http://www.wikidata.org/entity/Q1077238
