x,labelEn,labelBg
http://www.wikidata.org/entity/Q1085542,Gromshin,Громшин
http://www.wikidata.org/entity/Q1085554,Tavalichevo,Таваличево
http://www.wikidata.org/entity/Q1085564,Smirnenski,Смирненски
http://www.wikidata.org/entity/Q1085573,Medeni poljani,Медени Поляни
http://www.wikidata.org/entity/Q1085584,Rohleva,Рохлева
http://www.wikidata.org/entity/Q1085594,"Boyanovo, Yambol Province",Бояново
http://www.wikidata.org/entity/Q1085604,Dragor,Драгор
http://www.wikidata.org/entity/Q1085625,Q1085625,Александрово
http://www.wikidata.org/entity/Q1085634,Golyam Manastir,Голям Манастир
http://www.wikidata.org/entity/Q1085646,Meden kladenets,Меден Кладенец
http://www.wikidata.org/entity/Q1085656,Slamino,Сламино
http://www.wikidata.org/entity/Q1085667,Leyarovo,Леярово
http://www.wikidata.org/entity/Q1085678,Asenovo,Асеново
http://www.wikidata.org/entity/Q1085686,Q1085686,Горска Поляна
http://www.wikidata.org/entity/Q1085698,Robovo,Робово
http://www.wikidata.org/entity/Q1085708,Q1085708,Палаузово
http://www.wikidata.org/entity/Q1085722,Zhelad,Желъд
http://www.wikidata.org/entity/Q1085733,Q1085733,Костена Река
http://www.wikidata.org/entity/Q1085741,Kalchevo,Калчево
http://www.wikidata.org/entity/Q1085750,Lisi Vrah,Лиси Връх
http://www.wikidata.org/entity/Q1085758,Q1085758,Васил Друмев
http://www.wikidata.org/entity/Q1085768,Mostich,Мостич
http://www.wikidata.org/entity/Q1085777,Malenovo,Маленово
http://www.wikidata.org/entity/Q1085788,Simeonovo,Симеоново
http://www.wikidata.org/entity/Q1085800,Q1085800,Златна Нива
http://www.wikidata.org/entity/Q1085812,Bozhurovo,Божурово
http://www.wikidata.org/entity/Q1085824,Q1085824,Александрово
http://www.wikidata.org/entity/Q1085832,Q1085832,Зайчино Ореше
http://www.wikidata.org/entity/Q1085845,Yahinovo,Яхиново
http://www.wikidata.org/entity/Q1085856,Q1085856,Малко Шарково
http://www.wikidata.org/entity/Q1085864,Lyatno,Лятно
http://www.wikidata.org/entity/Q1085874,Zlatinitsa,Златиница
http://www.wikidata.org/entity/Q1085884,Ravnogor,Равногор
http://www.wikidata.org/entity/Q1085893,Kostentsi,Костенци
http://www.wikidata.org/entity/Q1085903,Mikre,Микре
http://www.wikidata.org/entity/Q1085913,Vekilski,Векилски
http://www.wikidata.org/entity/Q1085925,Q1085925,Вълча Поляна
http://www.wikidata.org/entity/Q1085936,Polska Skakavitsa,Полска Скакавица
http://www.wikidata.org/entity/Q1085945,Klisuritsa,Клисурица
http://www.wikidata.org/entity/Q1085957,Kochovo,Кочово
http://www.wikidata.org/entity/Q1085968,Melnica,Мелница
http://www.wikidata.org/entity/Q1085973,Topoli dol,Тополи Дол
http://www.wikidata.org/entity/Q1085983,Hanovo,Ханово
http://www.wikidata.org/entity/Q1085990,Lalkovo,Лалково
http://www.wikidata.org/entity/Q1085998,Izbul,Избул
http://www.wikidata.org/entity/Q1086007,Charda,Чарда
http://www.wikidata.org/entity/Q1086018,Drashkova Polyana,Драшкова Поляна
http://www.wikidata.org/entity/Q1086029,Q1086029,Благово
http://www.wikidata.org/entity/Q1086040,Gorna Bela Rechka,Горна Бела Речка
http://www.wikidata.org/entity/Q1086050,Tenevo,Тенево
http://www.wikidata.org/entity/Q1086062,Smolichano,Смоличано
http://www.wikidata.org/entity/Q1086070,Belotintsi,Белотинци
http://www.wikidata.org/entity/Q1086078,Rashovitsa,Рашовица
http://www.wikidata.org/entity/Q1086085,Komarevo,Комарево
http://www.wikidata.org/entity/Q1086096,Vehtovo,Вехтово
http://www.wikidata.org/entity/Q1086103,Kremenik,Кременик
http://www.wikidata.org/entity/Q1086112,Tservelyano,Цървена Ябълка
http://www.wikidata.org/entity/Q1086123,Stradalovo,Страдалово
http://www.wikidata.org/entity/Q1086131,Q1086131,Бял Бряг
http://www.wikidata.org/entity/Q1086140,Chemish,Чемиш
http://www.wikidata.org/entity/Q1086152,Stensko,Стенско
http://www.wikidata.org/entity/Q1086162,Ranentsi,Раненци
http://www.wikidata.org/entity/Q1086171,Beli Brod,Бели Брод
http://www.wikidata.org/entity/Q1086181,Q1086181,Голям Дервент
http://www.wikidata.org/entity/Q1086190,Dzhinot,Джинот
http://www.wikidata.org/entity/Q1086201,"Botevo, Yambol Province",Ботево
http://www.wikidata.org/entity/Q1086212,Dobrovnitsa,Добровница
http://www.wikidata.org/entity/Q1086220,Daben,Дъбен
http://www.wikidata.org/entity/Q1086232,Zlatari,Златари
http://www.wikidata.org/entity/Q1086273,Diva Slatina,Дива Слатина
http://www.wikidata.org/entity/Q1086280,Kobilyak,Кобиляк
http://www.wikidata.org/entity/Q1086287,Mala Fucha,Мала Фуча
http://www.wikidata.org/entity/Q1086293,Dermantsi,Дерманци
http://www.wikidata.org/entity/Q1086304,Zhrebichko,Жребичко
http://www.wikidata.org/entity/Q1086312,Kamen Vrah,Камен Връх
http://www.wikidata.org/entity/Q1086317,Divchovoto,Дивчовото
http://www.wikidata.org/entity/Q1086324,Doktor Yosifovo,Доктор Йосифово
http://www.wikidata.org/entity/Q1086329,Bortsi,Борци
http://www.wikidata.org/entity/Q1086335,Q1086335,Войника
http://www.wikidata.org/entity/Q1086342,Gorno Tserovene,Горно Церовене
http://www.wikidata.org/entity/Q1086346,Dabova Mahala,Дъбова Махала
http://www.wikidata.org/entity/Q1086350,Batultsi,Батулци
http://www.wikidata.org/entity/Q1086355,Dabravata,Дъбравата
http://www.wikidata.org/entity/Q1086360,Q1086360,Дренци
http://www.wikidata.org/entity/Q1086365,Yunatsite,Юнаците
http://www.wikidata.org/entity/Q1086368,Tsarvena Yabalka,Цървендол
http://www.wikidata.org/entity/Q1086371,Knyazheva Mahala,Княжева Махала
http://www.wikidata.org/entity/Q1086373,Q1086373,Коньовец
http://www.wikidata.org/entity/Q1086375,Pishtigovo,Пищигово
http://www.wikidata.org/entity/Q1086379,Q1086379,Жребино
http://www.wikidata.org/entity/Q1086383,Golyama Brestnitsa,Голяма Брестница
http://www.wikidata.org/entity/Q1086387,Shishkovtsi,Шишковци
http://www.wikidata.org/entity/Q1086394,Chargan,Чарган
http://www.wikidata.org/entity/Q1086401,Q1086401,Нова Бяла Река
http://www.wikidata.org/entity/Q1086409,Bliznatsi,Близнаци
http://www.wikidata.org/entity/Q1086415,Rasyovo,Ръсово
http://www.wikidata.org/entity/Q1086422,Govedare,Говедаре
http://www.wikidata.org/entity/Q1086429,Buynovitsa,Буйновица
http://www.wikidata.org/entity/Q1086435,Gorno Ozirovo,Горно Озирово
http://www.wikidata.org/entity/Q1086442,Vetren dol,Ветрен Дол
http://www.wikidata.org/entity/Q1086447,Prekolnitsa,Преколница
http://www.wikidata.org/entity/Q1086453,Kotenovtsi,Котеновци
http://www.wikidata.org/entity/Q1086460,Mamarchevo,Мамарчево
http://www.wikidata.org/entity/Q1086463,Stefan Karadzhovo,Стефан Караджово
http://www.wikidata.org/entity/Q1086469,Q1086469,Голямо Крушево
http://www.wikidata.org/entity/Q1086473,Gorna Verenitsa,Горна Вереница
http://www.wikidata.org/entity/Q1086478,Varbyane,Върбяне
http://www.wikidata.org/entity/Q1086481,Q1086481,Межда
http://www.wikidata.org/entity/Q1086487,Tsarvishte,Цървище
http://www.wikidata.org/entity/Q1086493,Mengishevo,Менгишево
http://www.wikidata.org/entity/Q1086497,Q1086497,Долно Вършило
http://www.wikidata.org/entity/Q1086500,Rezhintsi,Режинци
http://www.wikidata.org/entity/Q1086507,Tserovitsa,Церовица
http://www.wikidata.org/entity/Q1086514,Sovolyano,Соволяно
http://www.wikidata.org/entity/Q1086519,Zvanichevo,Звъничево
http://www.wikidata.org/entity/Q1086524,Momina Klisura,Момина Клисура
http://www.wikidata.org/entity/Q1086528,Q1086528,Горна Дъбева
http://www.wikidata.org/entity/Q1086534,Bokilovtsi,Бокиловци
http://www.wikidata.org/entity/Q1086539,Q1086539,Малък Манастир
http://www.wikidata.org/entity/Q1086544,Smochevo,Смочево
http://www.wikidata.org/entity/Q1086551,Voynitsi,Войници
http://www.wikidata.org/entity/Q1086555,Vinogradets,Виноградец
http://www.wikidata.org/entity/Q1086561,Gusla,Гусла
http://www.wikidata.org/entity/Q1086564,Tishanovo,Тишаново
http://www.wikidata.org/entity/Q1086567,Q1086567,Малко Кирилово
http://www.wikidata.org/entity/Q1086574,Galabintsi,Гълъбинци
http://www.wikidata.org/entity/Q1086579,Usoyka,Усойка
http://www.wikidata.org/entity/Q1086585,Radlovtsi,Радловци
http://www.wikidata.org/entity/Q1086590,Krastava,Кръстава
http://www.wikidata.org/entity/Q1086597,Belentsi,Беленци
http://www.wikidata.org/entity/Q1086601,Panicharevo,Паничарево
http://www.wikidata.org/entity/Q1086607,Tsarvendol,Цървеняно
http://www.wikidata.org/entity/Q1086615,Sharkovo,Шарково
http://www.wikidata.org/entity/Q1086622,Borimechkovo,Боримечково
http://www.wikidata.org/entity/Q1086627,Cherkaski,Черкаски
http://www.wikidata.org/entity/Q1086634,Cholakova,Чолакова
http://www.wikidata.org/entity/Q1086639,Dolno Belotintsi,Долно Белотинци
http://www.wikidata.org/entity/Q1086644,Miryantsi,Мирянци
http://www.wikidata.org/entity/Q1086651,"Apriltsi, Pazardzhik Province",Априлци
http://www.wikidata.org/entity/Q1086656,Lelintsi,Лелинци
http://www.wikidata.org/entity/Q1086664,General Inzovo,Генерал Инзово
http://www.wikidata.org/entity/Q1086669,Golyam izvor,Голям Извор
http://www.wikidata.org/entity/Q1086676,Sestrimo,Сестримо
http://www.wikidata.org/entity/Q1086681,Bolyarsko,Болярско
http://www.wikidata.org/entity/Q1086687,Kraynovo,Крайново
http://www.wikidata.org/entity/Q1086695,Mazarchevo,Мазарачево
http://www.wikidata.org/entity/Q1086701,Ivanski,Ивански
http://www.wikidata.org/entity/Q1086707,Q1086707,Добри Войниково
http://www.wikidata.org/entity/Q1086716,Dalgi Del,Дълги Дел
http://www.wikidata.org/entity/Q1086726,Yundola,Юндола
http://www.wikidata.org/entity/Q1086735,Tamarino,Тамарино
http://www.wikidata.org/entity/Q1086740,Saransko,Саранско
http://www.wikidata.org/entity/Q1086749,Orlyane,Орляне
http://www.wikidata.org/entity/Q1086756,Draginovo,Драгиново
http://www.wikidata.org/entity/Q1086763,Dolna Verenitsa,Долна Вереница
http://www.wikidata.org/entity/Q1086770,Balyuvitsa,Балювица
http://www.wikidata.org/entity/Q1086775,Marvodol,Мърводол
http://www.wikidata.org/entity/Q1086784,Kamenna Riksa,Каменна Рикса
http://www.wikidata.org/entity/Q1086793,Cherven Breg,Червен Брег
http://www.wikidata.org/entity/Q1086804,Q1086804,Вълчи Извор
http://www.wikidata.org/entity/Q1086811,Padala,Падала
http://www.wikidata.org/entity/Q1086821,Mlamolovo,Мламолово
http://www.wikidata.org/entity/Q1086828,Karshalevo,Кършалево
http://www.wikidata.org/entity/Q1086835,Ovchi kladenets,Овчи Кладенец
http://www.wikidata.org/entity/Q1086840,Slavotin,Славотин
http://www.wikidata.org/entity/Q1086845,Q1086845,Роза
http://www.wikidata.org/entity/Q1086849,Dondukovo,Дондуково
http://www.wikidata.org/entity/Q1086858,Sumer,Сумер
http://www.wikidata.org/entity/Q1086865,Chelnik,Челник
http://www.wikidata.org/entity/Q1086873,Q1086873,Иречеково
http://www.wikidata.org/entity/Q1086880,Sazhdenik,Сажденик
http://www.wikidata.org/entity/Q1086889,Grashevo,Грашево
http://www.wikidata.org/entity/Q1086896,Pelatikovo,Пелатиково
http://www.wikidata.org/entity/Q1086904,Q1086904,Капитан Петко
http://www.wikidata.org/entity/Q1086910,Q1086910,Върбак
http://www.wikidata.org/entity/Q1086917,Tarsino,Търсино
http://www.wikidata.org/entity/Q1086923,Bezdenitsa,Безденица
http://www.wikidata.org/entity/Q1086933,Melyane,Меляне
http://www.wikidata.org/entity/Q1086941,Q1086941,Воденичане
http://www.wikidata.org/entity/Q1086948,Vranentsi,Враненци
http://www.wikidata.org/entity/Q1086957,Samoranovo,Самораново
http://www.wikidata.org/entity/Q1086965,Tsvetino,Цветино
http://www.wikidata.org/entity/Q1086973,Pashovi,Пашови
http://www.wikidata.org/entity/Q1086982,Vetrishte,Ветрище
http://www.wikidata.org/entity/Q1086988,Dabravite,Дъбравите
http://www.wikidata.org/entity/Q1086993,Gorsko Slivovo,Горско Сливово
http://www.wikidata.org/entity/Q1087003,Lozevo,Лозево
http://www.wikidata.org/entity/Q1087008,Zlatia,Златия
http://www.wikidata.org/entity/Q1087015,Dolna Riksa,Долна Рикса
http://www.wikidata.org/entity/Q1087021,Govezhda,Говежда
http://www.wikidata.org/entity/Q1087028,Voyvoda,Войвода
http://www.wikidata.org/entity/Q1087033,Tsreshnovo,Црешново
http://www.wikidata.org/entity/Q1087041,Brestnitsa,Брестница
http://www.wikidata.org/entity/Q1087050,Tsiklovo,Циклово
http://www.wikidata.org/entity/Q1087060,Krushuna,Крушуна
http://www.wikidata.org/entity/Q1087065,Kozarsko,Козарско
http://www.wikidata.org/entity/Q1087076,Virove,Вирове
http://www.wikidata.org/entity/Q1087084,Dragoevo,Драгоево
http://www.wikidata.org/entity/Q1087096,Gradezhnitsa,Градежница
http://www.wikidata.org/entity/Q1087105,Parlichevo,Пърличево
http://www.wikidata.org/entity/Q1087118,Q1087118,Красен Дол
http://www.wikidata.org/entity/Q1087127,Gaganitsa,Гаганица
http://www.wikidata.org/entity/Q1087133,Kraygortsi,Крайгорци
http://www.wikidata.org/entity/Q1087139,Dolni Tsibar,Долни Цибър
http://www.wikidata.org/entity/Q1087144,Valnari,Вълнари
http://www.wikidata.org/entity/Q1087150,Peshterna,Пещерна
http://www.wikidata.org/entity/Q1087155,Novoselyane,Новоселяне
http://www.wikidata.org/entity/Q1087176,Boyan,Боян
http://www.wikidata.org/entity/Q1088005,Krapchene,Крапчене
http://www.wikidata.org/entity/Q1088013,Poletintsi,Полетинци
http://www.wikidata.org/entity/Q1088017,Skrinyano,Скриняно
http://www.wikidata.org/entity/Q1088029,Imrenchevo,Имренчево
http://www.wikidata.org/entity/Q1088035,Draganitsa,Драганица
http://www.wikidata.org/entity/Q1088041,Karpachevo,Кърпачево
http://www.wikidata.org/entity/Q1088048,Bogorovo,Богорово
http://www.wikidata.org/entity/Q1088053,Butreva,Бутрева
http://www.wikidata.org/entity/Q1088061,Mirovtsi,Мировци
http://www.wikidata.org/entity/Q1088066,Stubel,Стубел
http://www.wikidata.org/entity/Q1088071,Q1088071,Горна Биркова
http://www.wikidata.org/entity/Q1088077,Beli Breg,Бели Брег
http://www.wikidata.org/entity/Q1088082,Kandovi,Кандови
http://www.wikidata.org/entity/Q1088085,Byaga,Бяга
http://www.wikidata.org/entity/Q1088089,Chetirtsi,Четирци
http://www.wikidata.org/entity/Q1088094,Piperovo,Пиперево
http://www.wikidata.org/entity/Q1088110,Baykovo,Байково
http://www.wikidata.org/entity/Q1088117,Glogovo,Глогово
http://www.wikidata.org/entity/Q1088123,Nedyalsko,Недялско
http://www.wikidata.org/entity/Q1088129,Balgarski izvor,Български Извор
http://www.wikidata.org/entity/Q1088174,Beraintsi,Бераинци
http://www.wikidata.org/entity/Q1088445,Slokostitsa,Слокощица
http://www.wikidata.org/entity/Q1088468,Q1088468,Осеновец
http://www.wikidata.org/entity/Q1088472,Novo Yankovo,Ново Янково
http://www.wikidata.org/entity/Q1088768,Novosel,Новосел
http://www.wikidata.org/entity/Q1091420,Balgarska polyana,Българска Поляна
http://www.wikidata.org/entity/Q1150944,Hlyabovo,Хлябово
http://www.wikidata.org/entity/Q1164306,Polyana,Поляна
http://www.wikidata.org/entity/Q1171918,Daskot,Дъскот
http://www.wikidata.org/entity/Q1181468,Debelt,Дебелт
http://www.wikidata.org/entity/Q1255166,Vardim,Вардим
http://www.wikidata.org/entity/Q1266785,Durankulak,Дуранкулак
http://www.wikidata.org/entity/Q1352530,Mladen,Младен
http://www.wikidata.org/entity/Q1375652,"Kovachevtsi, Pernik Province",Ковачевци
http://www.wikidata.org/entity/Q1412001,Novi han,Нови Хан
http://www.wikidata.org/entity/Q1440370,Chukarovo,Чукарово
http://www.wikidata.org/entity/Q1516759,Kakrina,Къкрина
http://www.wikidata.org/entity/Q1523901,Dobroselets,Доброселец
http://www.wikidata.org/entity/Q1523908,Filipovo,Филипово
http://www.wikidata.org/entity/Q1524800,Studena,Студена
http://www.wikidata.org/entity/Q1524915,Kamenna reka,Каменна Река
http://www.wikidata.org/entity/Q1563106,Mikrevo,Микрево
http://www.wikidata.org/entity/Q1652639,Dolno Spanchevo,Долно Спанчево
http://www.wikidata.org/entity/Q1663219,Srebrinovo,Сребриново
http://www.wikidata.org/entity/Q1674981,Izvorishte,Изворище
http://www.wikidata.org/entity/Q1683845,Yasna polyana,Ясна Поляна
http://www.wikidata.org/entity/Q1704263,Kapitan Petko voyvoda,Капитан Петко Войвода
http://www.wikidata.org/entity/Q1722578,"Kaloyanovo, Plovdiv Province",Калояново
http://www.wikidata.org/entity/Q1722593,Kalotina,Калотина
http://www.wikidata.org/entity/Q1738995,Mandritsa,Мандрица
http://www.wikidata.org/entity/Q1743521,Kirkovo,Кирково
http://www.wikidata.org/entity/Q1772152,Aldomirovtsi,Алдомировци
http://www.wikidata.org/entity/Q1784906,Kosharitsa,Кошарица
http://www.wikidata.org/entity/Q1791435,Kulata,Кулата
http://www.wikidata.org/entity/Q1809782,Rupite,Рупите
http://www.wikidata.org/entity/Q1836201,Paramun,Парамун
http://www.wikidata.org/entity/Q1840683,Akatsievo,Акациево
http://www.wikidata.org/entity/Q1903484,Azmanite,Азманите
http://www.wikidata.org/entity/Q1938394,Mirolyubovo,Миролюбово
http://www.wikidata.org/entity/Q1953809,Oreshnik,Орешник
http://www.wikidata.org/entity/Q1954122,Orlov dol,Орлов Дол
http://www.wikidata.org/entity/Q1954650,Mramor,Мрамор
http://www.wikidata.org/entity/Q1989963,"Ablanitsa, Blagoevgrad Province",Абланица
http://www.wikidata.org/entity/Q1998681,Zheravino,Жеравино
http://www.wikidata.org/entity/Q2011036,Bezden,Безден
http://www.wikidata.org/entity/Q2011044,Bakyovo,Бакьово
http://www.wikidata.org/entity/Q2011050,Aprilovo,Априлово
http://www.wikidata.org/entity/Q2011057,Balkan,Балкан
http://www.wikidata.org/entity/Q2011067,"Aleksandrovo, Stara Zagora Province",Александрово
http://www.wikidata.org/entity/Q2011071,Anevo,Анево
http://www.wikidata.org/entity/Q2011077,Q2011077,Бащино
http://www.wikidata.org/entity/Q2011083,Bashtino,Бащино
http://www.wikidata.org/entity/Q2011088,Arnautito,Арнаутито
http://www.wikidata.org/entity/Q2011094,Alekovo,Алеково
http://www.wikidata.org/entity/Q2011103,Asen,Асен
http://www.wikidata.org/entity/Q2011113,Balkan mahala,Балкан Махала
http://www.wikidata.org/entity/Q2011123,Bailovo,Байлово
http://www.wikidata.org/entity/Q2011132,Arpadzhik,Арпаджик
http://www.wikidata.org/entity/Q2011140,Babovo,Бабово
http://www.wikidata.org/entity/Q2011150,Balkanski,Балкански
http://www.wikidata.org/entity/Q2011160,"Antimovo, Silistra Province",Антимово
http://www.wikidata.org/entity/Q2011169,Q2011169,Асеновец
http://www.wikidata.org/entity/Q2011176,Baba Tonka,Баба Тонка
http://www.wikidata.org/entity/Q2011183,Asenovtsi,Асеновци
http://www.wikidata.org/entity/Q2011191,Batishnitsa,Батишница
http://www.wikidata.org/entity/Q2011428,Q2011428,Бацова Махала
http://www.wikidata.org/entity/Q2011441,Q2011441,Батин
http://www.wikidata.org/entity/Q2011450,Beli Iskar,Бели Искър
http://www.wikidata.org/entity/Q2011461,"Asparuhovo, Montana Province",Аспарухово
http://www.wikidata.org/entity/Q2011469,Q2011469,Баня
http://www.wikidata.org/entity/Q2011481,Q2011481,Бегово
http://www.wikidata.org/entity/Q2011491,Q2011491,Бабук
http://www.wikidata.org/entity/Q2011501,Batulia,Батулия
http://www.wikidata.org/entity/Q2011511,Beguntsi,Бегунци
http://www.wikidata.org/entity/Q2011519,Q2011519,Априлово
http://www.wikidata.org/entity/Q2011727,Q2011727,Ахматово
http://www.wikidata.org/entity/Q2011741,Alino,Алино
http://www.wikidata.org/entity/Q2011956,Belchinski bani,Белчински Бани
http://www.wikidata.org/entity/Q2011963,Bozhevtsi,Божевци
http://www.wikidata.org/entity/Q2011970,Belovitsa,Беловица
http://www.wikidata.org/entity/Q2011977,Beli Dol,Бели дол
http://www.wikidata.org/entity/Q2011983,Q2011983,Бели Бряг
http://www.wikidata.org/entity/Q2011991,Aprilovo,Априлово
http://www.wikidata.org/entity/Q2011996,Q2011996,Бальовци
http://www.wikidata.org/entity/Q2012002,Blatets,Блатец
http://www.wikidata.org/entity/Q2012008,Bankovets,Банковец
http://www.wikidata.org/entity/Q2012013,Baniska,Баниска
http://www.wikidata.org/entity/Q2012018,Q2012018,Белица
http://www.wikidata.org/entity/Q2012027,Bogomolsko,Богомолско
http://www.wikidata.org/entity/Q2012033,"Baykal, Pleven Province",Байкал
http://www.wikidata.org/entity/Q2012040,Beli Lom,Бели Лом
http://www.wikidata.org/entity/Q2012049,Bistra,Бистра
http://www.wikidata.org/entity/Q2012054,Bozhichen,Божичен
http://www.wikidata.org/entity/Q2012062,Borika,Борика
http://www.wikidata.org/entity/Q2012069,Q2012069,Богданово
http://www.wikidata.org/entity/Q2012075,Beltsov,Белцов
http://www.wikidata.org/entity/Q2012082,Bogorovo,Богорово
http://www.wikidata.org/entity/Q2012088,Belovets,Беловец
http://www.wikidata.org/entity/Q2012094,Borintsi,Боринци
http://www.wikidata.org/entity/Q2012102,Bolyartsi,Болярци
http://www.wikidata.org/entity/Q2012109,Berkovski,Берковски
http://www.wikidata.org/entity/Q2012128,Bosilkovtsi,Босилковци
http://www.wikidata.org/entity/Q2012134,Q2012134,Бистренци
http://www.wikidata.org/entity/Q2012141,"Blagoevo, Razgrad District",Благоево
http://www.wikidata.org/entity/Q2012146,Bov,Бов
http://www.wikidata.org/entity/Q2012150,Bosilkovo,Босилково
http://www.wikidata.org/entity/Q2012169,Belitsa,Белица
http://www.wikidata.org/entity/Q2012181,Boeritsa,Боерица
http://www.wikidata.org/entity/Q2012189,"Bozhurovo, Razgrad Province",Божурово
http://www.wikidata.org/entity/Q2012194,Bor,Бор
http://www.wikidata.org/entity/Q2012200,Bogomil,Богомил
http://www.wikidata.org/entity/Q2012206,Borets,Борец
http://www.wikidata.org/entity/Q2012213,Q2012213,Богомилово
http://www.wikidata.org/entity/Q2012220,Bogdantsi,Богданци
http://www.wikidata.org/entity/Q2012225,Belopolyane,Белополяне
http://www.wikidata.org/entity/Q2012230,Borovina,Боровина
http://www.wikidata.org/entity/Q2012237,Bosna,Босна
http://www.wikidata.org/entity/Q2012244,Belopoptsi,Белопопци
http://www.wikidata.org/entity/Q2012253,Belintsi,Белинци
http://www.wikidata.org/entity/Q2012257,Belopoltsi,Белополци
http://www.wikidata.org/entity/Q2012265,Q2012265,Биволаре
http://www.wikidata.org/entity/Q2012271,Bozhurluk,Божурлук
http://www.wikidata.org/entity/Q2012279,Borika,Борика
http://www.wikidata.org/entity/Q2012286,Belchin,Белчин
http://www.wikidata.org/entity/Q2012313,"Benkovski, Varna Province",Бенковски
http://www.wikidata.org/entity/Q2012344,Q2012344,Борислав
http://www.wikidata.org/entity/Q2012354,Bisertsi,Бисерци
http://www.wikidata.org/entity/Q2012359,Borislavtsi,Бориславци
http://www.wikidata.org/entity/Q2012366,Benkovski,Бенковски
http://www.wikidata.org/entity/Q2012373,Q2012373,Боров Дол
http://www.wikidata.org/entity/Q2012377,Berende Izvor,Беренде Извор
http://www.wikidata.org/entity/Q2012383,Bogyovtsi,Богьовци
http://www.wikidata.org/entity/Q2012389,Belomortsi,Беломорци
http://www.wikidata.org/entity/Q2012396,Borinovo,Бориново
http://www.wikidata.org/entity/Q2012401,"Boil, Bulgaria",Боил
http://www.wikidata.org/entity/Q2012407,Q2012407,Боздуганово
http://www.wikidata.org/entity/Q2012413,Q2012413,Борисово
http://www.wikidata.org/entity/Q2012433,Q2012433,Беляново
http://www.wikidata.org/entity/Q2012440,Bogdan,Богдан
http://www.wikidata.org/entity/Q2012446,Bozhuritsa,Божурица
http://www.wikidata.org/entity/Q2012452,Bozadzhii,Бозаджии
http://www.wikidata.org/entity/Q2012456,Q2012456,Брадвари
http://www.wikidata.org/entity/Q2012461,Bogdantsi,Богданци
http://www.wikidata.org/entity/Q2012469,Bogomiltsi,Богомилци
http://www.wikidata.org/entity/Q2012475,Q2012475,Близнец
http://www.wikidata.org/entity/Q2012482,Bozhenitsa,Боженица
http://www.wikidata.org/entity/Q2013310,Q2013310,Вълчан Дол
http://www.wikidata.org/entity/Q2013318,Gara Bov,Гара Бов
http://www.wikidata.org/entity/Q2013327,Varbina,Върбина
http://www.wikidata.org/entity/Q2013335,Q2013335,Въргов Дол
http://www.wikidata.org/entity/Q2013343,Q2013343,Върбница
http://www.wikidata.org/entity/Q2013350,"Gabrovnitsa, Montana Province",Габровница
http://www.wikidata.org/entity/Q2013370,Q2013370,Върбица
http://www.wikidata.org/entity/Q2013378,Vetren,Ветрен
http://www.wikidata.org/entity/Q2013386,Q2013386,Ветрен
http://www.wikidata.org/entity/Q2013409,Q2013409,Висока Поляна
http://www.wikidata.org/entity/Q2013422,Gabritsa,Габрица
http://www.wikidata.org/entity/Q2013429,"Glavanovtsi, Montana Province",Главановци
http://www.wikidata.org/entity/Q2013437,Gorna mahala,Горна Махала
http://www.wikidata.org/entity/Q2013445,Golyamo gradishte,Голямо Градище
http://www.wikidata.org/entity/Q2013454,Q2013454,Голямо Доляне
http://www.wikidata.org/entity/Q2013467,Golyanovtsi,Голяновци
http://www.wikidata.org/entity/Q2013477,Goljam-Dol,Голям Дол
http://www.wikidata.org/entity/Q2013485,Glushnik,Глушник
http://www.wikidata.org/entity/Q2013492,Gara Lakatnik,Лакатник(гара Лакатник)
http://www.wikidata.org/entity/Q2013496,Gorna Mitropolija,Горна Митрополия
http://www.wikidata.org/entity/Q2013504,Golobradovo,Голобрадово
http://www.wikidata.org/entity/Q2013509,Glumovo,Глумово
http://www.wikidata.org/entity/Q2013515,Q2013515,Горна Арда
http://www.wikidata.org/entity/Q2013520,Gozdevitsa,Гоздевица
http://www.wikidata.org/entity/Q2013527,Q2013527,Голяма Вода
http://www.wikidata.org/entity/Q2013544,Q2013544,Глуфишево
http://www.wikidata.org/entity/Q2013550,Q2013550,Гергевец
http://www.wikidata.org/entity/Q2013560,Q2013560,Голямо Чочовени
http://www.wikidata.org/entity/Q2013567,Q2013567,Голямо Враново
http://www.wikidata.org/entity/Q2013577,Q2013577,Горна Златица
http://www.wikidata.org/entity/Q2013586,Q2013586,Голям Поровец
http://www.wikidata.org/entity/Q2013598,Q2013598,Голямо Църквище
http://www.wikidata.org/entity/Q2013609,Galishte,Галище
http://www.wikidata.org/entity/Q2013617,Gloginka,Глогинка
http://www.wikidata.org/entity/Q2013625,Golyama Dolina,Голяма Долина
http://www.wikidata.org/entity/Q2013637,Gorichevo,Горичево
http://www.wikidata.org/entity/Q2013646,Glavatar,Главатар
http://www.wikidata.org/entity/Q2013657,Gorni Glavanak,Горни Главанак
http://www.wikidata.org/entity/Q2013668,Q2013668,Горна Хубавка
http://www.wikidata.org/entity/Q2013676,Golak,Голак
http://www.wikidata.org/entity/Q2013688,Golyam chardak,Голям Чардак
http://www.wikidata.org/entity/Q2013698,Gledka,Гледка
http://www.wikidata.org/entity/Q2013737,Gintsi,Гинци
http://www.wikidata.org/entity/Q2013746,Q2013746,Голямо Дряново
http://www.wikidata.org/entity/Q2013756,Glogino,Глогино
http://www.wikidata.org/entity/Q2013766,Galata,Галата
http://www.wikidata.org/entity/Q2013775,Goran,Горан
