id;en_name;bg_name
http://www.wikidata.org/entity/Q4210826;Kamen (Oblast Sliven);_____ (______ ______)
http://www.wikidata.org/entity/Q4210860;Kamenets;_______
http://www.wikidata.org/entity/Q4210895;Kamenitsa;________
http://www.wikidata.org/entity/Q4211311;Kamenovo (Oblast Sliven);________ (______ ______)
http://www.wikidata.org/entity/Q4213654;Karavelovo;__________
http://www.wikidata.org/entity/Q4219792;Kesten;______
http://www.wikidata.org/entity/Q4221444;Kirilovo (Oblast Stara Zagora);________ (______ _____ ______)
http://www.wikidata.org/entity/Q4222458;Kiten;_____
http://www.wikidata.org/entity/Q4223675;Kliment (Oblast Plovdiv);_______ (______ _______)
http://www.wikidata.org/entity/Q4224295;Klashka Reka;______ ____
http://www.wikidata.org/entity/Q4225709;Kovach (Oblast Stara Zagora);_____ (______ _____ ______)
http://www.wikidata.org/entity/Q4226230;Koevtsi;______
http://www.wikidata.org/entity/Q4226469;Kozarevets;_________
http://www.wikidata.org/entity/Q4226628;Kozitsa;______
http://www.wikidata.org/entity/Q4227136;Kozyak;_____
http://www.wikidata.org/entity/Q4229233;Komarevo (Oblast Varna);________ (______ _____)
http://www.wikidata.org/entity/Q4229235;Komarevo (Oblast Vratsa);________ (______ _____)
http://www.wikidata.org/entity/Q4230368;Konare;______
http://www.wikidata.org/entity/Q4230709;Konevo;______
http://www.wikidata.org/entity/Q4231776;Konush;_____
http://www.wikidata.org/entity/Q4232121;Konyovo;_______
http://www.wikidata.org/entity/Q4237459;Krayna (Obshtina Nedelino);______ (______ ________)
http://www.wikidata.org/entity/Q4237460;Krayna;______
http://www.wikidata.org/entity/Q4237740;Krasen;______
http://www.wikidata.org/entity/Q4240486;Kreta;_____
http://www.wikidata.org/entity/Q4240488;Kreta (Oblast Pleven);_____ (______ ______)
http://www.wikidata.org/entity/Q4242153;Krumovo;_______
http://www.wikidata.org/entity/Q4242155;Krumovo (Oblast Yambol);_______ (______ _____)
http://www.wikidata.org/entity/Q4242605;Krushevo;_______
http://www.wikidata.org/entity/Q4242673;Krushovitsa (Oblast Pleven);_________ (______ ______)
http://www.wikidata.org/entity/Q4242674;Krushovitsa;_________
http://www.wikidata.org/entity/Q4247423;Kupen;_____
http://www.wikidata.org/entity/Q4250896;Kapinovo;________
http://www.wikidata.org/entity/Q4256772;Levski;______
http://www.wikidata.org/entity/Q4259371;Leska;_____
http://www.wikidata.org/entity/Q4262653;Lipnitsa;_______
http://www.wikidata.org/entity/Q4263439;Listets;______
http://www.wikidata.org/entity/Q4264888;Lovets (Oblast Targovishte);_____ (______ _________)
http://www.wikidata.org/entity/Q4264889;Lovets (Oblast Shumen);_____ (______ _____)
http://www.wikidata.org/entity/Q4265405;Lozen;_____
http://www.wikidata.org/entity/Q4265465;Lozitsa;______
http://www.wikidata.org/entity/Q4270549;Laka;____
http://www.wikidata.org/entity/Q4271425;Lyuben;_____
http://www.wikidata.org/entity/Q4271434;Lyubenovo;________
http://www.wikidata.org/entity/Q4271436;Lyubenovo (Oblast Stara Zagora);________ (______ _____ ______)
http://www.wikidata.org/entity/Q4272204;Lyulin (Oblast Yambol);_____ (______ _____)
http://www.wikidata.org/entity/Q4278358;Malomir (Oblast Shumen);_______ (______ _____)
http://www.wikidata.org/entity/Q4278522;Malchovtsi (Oblast Veliko Tarnovo);________ (______ ______ _______)
http://www.wikidata.org/entity/Q4280177;Manastir (Oblast Plovdiv);________ (______ _______)
http://www.wikidata.org/entity/Q4282158;Markovo;_______
http://www.wikidata.org/entity/Q4282161;Markovo (Oblast Shumen);_______ (______ _____)
http://www.wikidata.org/entity/Q4285869;Matsa;____
http://www.wikidata.org/entity/Q4291798;Metlichina;_________
http://www.wikidata.org/entity/Q4291916;Metodievo (Oblast Shumen);_________ (______ _____)
http://www.wikidata.org/entity/Q4293309;Miladinovtsi;___________
http://www.wikidata.org/entity/Q4293312;Miladinovtsi (Oblast Yambol);___________ (______ _____)
http://www.wikidata.org/entity/Q4293324;Milanovo;________
http://www.wikidata.org/entity/Q4295920;Mirovo;______
http://www.wikidata.org/entity/Q4297679;Mihaylovo;_________
http://www.wikidata.org/entity/Q4297931;Mihalich;_______
http://www.wikidata.org/entity/Q4299082;Mogila (Oblast Yambol);______ (______ _____)
http://www.wikidata.org/entity/Q4300058;Mokresh;______
http://www.wikidata.org/entity/Q4302299;Morava;______
http://www.wikidata.org/entity/Q4302307;Moravitsa;________
http://www.wikidata.org/entity/Q4305513;Mramor (Oblast Pernik);______ (______ ______)
http://www.wikidata.org/entity/Q4307931;Murgash;______
http://www.wikidata.org/entity/Q4308339;Musachevo (Oblast Stara Zagora);________ (______ _____ ______)
http://www.wikidata.org/entity/Q4309288;Madrets;______
http://www.wikidata.org/entity/Q4314294;Naum;____
http://www.wikidata.org/entity/Q4316400;Neykovo;_______
http://www.wikidata.org/entity/Q4320405;Nikolaevo;_________
http://www.wikidata.org/entity/Q4320408;Nikolaevo (Oblast Pernik);_________ (______ ______)
http://www.wikidata.org/entity/Q4320410;Nikolaevo (Oblast Pleven);_________ (______ ______)
http://www.wikidata.org/entity/Q4320411;Nikolaevo (Oblast Sliven);_________ (______ ______)
http://www.wikidata.org/entity/Q4320791;Nikolovo;________
http://www.wikidata.org/entity/Q4320804;Nikolchovtsi (Oblast Veliko Tarnovo);__________ (______ ______ _______)
http://www.wikidata.org/entity/Q4329619;Oborishte;_______
http://www.wikidata.org/entity/Q4330661;Oven;____
http://www.wikidata.org/entity/Q4334529;Oman;____
http://www.wikidata.org/entity/Q4334552;Omarchevo (Oblast Shumen);________ (______ _____)
http://www.wikidata.org/entity/Q4336374;Oreshene;_______
http://www.wikidata.org/entity/Q4336380;Oreshets (Oblast Smolyan);______ (______ ______)
http://www.wikidata.org/entity/Q4336838;Orlovo;______
http://www.wikidata.org/entity/Q4337575;Oselna (Sofiyska oblast);______ (________ ______)
http://www.wikidata.org/entity/Q4337576;Oselna;______
http://www.wikidata.org/entity/Q4337586;Osen (Oblast Silistra);____ (______ ________)
http://www.wikidata.org/entity/Q4337588;Osen (Oblast Vratsa);____ (______ _____)
http://www.wikidata.org/entity/Q4338709;Ostrets;______
http://www.wikidata.org/entity/Q4338738;Ostritsa;_______
http://www.wikidata.org/entity/Q4338740;Ostritsa (Oblast Smolyan);_______ (______ ______)
http://www.wikidata.org/entity/Q4342079;Padina;______
http://www.wikidata.org/entity/Q4342214;Paisiy;______
http://www.wikidata.org/entity/Q4343840;Panayot Hitovo;_______ ______
http://www.wikidata.org/entity/Q4347736;Pevets;_____
http://www.wikidata.org/entity/Q4349114;Parvenets;________
http://www.wikidata.org/entity/Q4359778;Pesnopoy;________
http://www.wikidata.org/entity/Q4360138;Pet Mogili;___ ______
http://www.wikidata.org/entity/Q4360140;Pet Mogili;___ ______
http://www.wikidata.org/entity/Q4360889;Petrov Dol;______ ___
http://www.wikidata.org/entity/Q4360890;Petrov dol (Oblast Smolyan);______ ___ (______ ______)
http://www.wikidata.org/entity/Q4361137;Petrovo;_______
http://www.wikidata.org/entity/Q4362234;Peshtera (Oblast Smolyan);______ (______ ______)
http://www.wikidata.org/entity/Q4363575;Pisarevo (Oblast Shumen);________ (______ _____)
http://www.wikidata.org/entity/Q4364454;Planintsi (Oblast Smolyan);________ (______ ______)
http://www.wikidata.org/entity/Q4366180;Pobeda (Oblast Yambol);______ (______ _____)
http://www.wikidata.org/entity/Q4366263;Pobit Kamak;_____ _____
http://www.wikidata.org/entity/Q4368304;Podslon;_______
http://www.wikidata.org/entity/Q4368627;Pozharevo;________
http://www.wikidata.org/entity/Q4371457;Polyana (Oblast Smolyan);______ (______ ______)
http://www.wikidata.org/entity/Q4371469;Polyana;______
http://www.wikidata.org/entity/Q4372806;Popovo;______
http://www.wikidata.org/entity/Q4372857;Popovtsi (Oblast Veliko Tarnovo);_______ (______ ______ _______)
http://www.wikidata.org/entity/Q4372859;Popovtsi;_______
http://www.wikidata.org/entity/Q4372895;Popska (Oblast Veliko Tarnovo);______ (______ ______ _______)
http://www.wikidata.org/entity/Q4373088;Poroyno;_______
http://www.wikidata.org/entity/Q4373089;Poroyno (Oblast Targovishte);_______ (______ _________)
http://www.wikidata.org/entity/Q4373590;Posev;_____
http://www.wikidata.org/entity/Q4374899;Potop;_____
http://www.wikidata.org/entity/Q4375806;Pravda;______
http://www.wikidata.org/entity/Q4375815;Pravda (Oblast Silistra);______ (______ ________)
http://www.wikidata.org/entity/Q4377416;Presiyan;_______
http://www.wikidata.org/entity/Q4379920;Prodanovtsi (Oblast Veliko Tarnovo);__________ (______ ______ _______)
http://www.wikidata.org/entity/Q4380589;Prolom;______
http://www.wikidata.org/entity/Q4382794;Pryaporets;________
http://www.wikidata.org/entity/Q4386926;Ravna;_____
http://www.wikidata.org/entity/Q4386930;Ravna (Sofiyska oblast);_____ (________ ______)
http://www.wikidata.org/entity/Q4386952;Ravno Selo;_____ ____
http://www.wikidata.org/entity/Q4387169;Radevo;______
http://www.wikidata.org/entity/Q4387799;Radovtsi (Oblast Veliko Tarnovo);_______ (______ ______ _______)
http://www.wikidata.org/entity/Q4388380;Razdel (Oblast Silistra);______ (______ ________)
http://www.wikidata.org/entity/Q4389027;Raynovtsi (Oblast Veliko Tarnovo);________ (______ ______ _______)
http://www.wikidata.org/entity/Q4389371;Rakitnitsa;_________
http://www.wikidata.org/entity/Q4389375;Rakitnitsa;_________
http://www.wikidata.org/entity/Q4389577;Ralitsa (Oblast Targovishte);______ (______ _________)
http://www.wikidata.org/entity/Q4391404;Rayanovtsi;________
http://www.wikidata.org/entity/Q4391605;Rebro;_____
http://www.wikidata.org/entity/Q4394296;Ribaritsa;________
http://www.wikidata.org/entity/Q4394318;Ribnitsa;_______
http://www.wikidata.org/entity/Q4395761;Rodina;______
http://www.wikidata.org/entity/Q4396681;Rozovo (Oblast Pazardzhik);______ (______ _________)
http://www.wikidata.org/entity/Q4397753;Rosen;_____
http://www.wikidata.org/entity/Q4397772;Rositsa (Oblast Targovishte);______ (______ _________)
http://www.wikidata.org/entity/Q4399525;Rudnik;______
http://www.wikidata.org/entity/Q4399794;Ruen;____
http://www.wikidata.org/entity/Q4399827;Ruzhitsa (Oblast Yambol);______ (______ _____)
http://www.wikidata.org/entity/Q4399828;Ruzhitsa;______
http://www.wikidata.org/entity/Q4400189;Ruptsi;_____
http://www.wikidata.org/entity/Q4400190;Ruptsi (Oblast Pleven);_____ (______ ______)
http://www.wikidata.org/entity/Q4403654;Sava;____
http://www.wikidata.org/entity/Q4403927;Savin;_____
http://www.wikidata.org/entity/Q4410497;Svetlya;______
http://www.wikidata.org/entity/Q4411049;Svoboda;_______
http://www.wikidata.org/entity/Q4413959;Seltse;_____
http://www.wikidata.org/entity/Q4415020;Selyanin;_______
http://www.wikidata.org/entity/Q4416533;Septemvriytsi;____________
http://www.wikidata.org/entity/Q4421985;Skobelevo;_________
http://www.wikidata.org/entity/Q4421989;Skobelevo;_________
http://www.wikidata.org/entity/Q4422856;Slaveykovo;__________
http://www.wikidata.org/entity/Q4422859;Slaveykovo (Oblast Yambol);__________ (______ _____)
http://www.wikidata.org/entity/Q4423017;Slavyanin;________
http://www.wikidata.org/entity/Q4423205;Slatina;_______
http://www.wikidata.org/entity/Q4423210;Slatino;_______
http://www.wikidata.org/entity/Q4423421;Slivovitsa;_________
http://www.wikidata.org/entity/Q4424518;Smilets;______
http://www.wikidata.org/entity/Q4430861;Spasovo;_______
http://www.wikidata.org/entity/Q4438464;Sredets (Oblast Stara Zagora);______ (______ _____ ______)
http://www.wikidata.org/entity/Q4438661;Sredno Selo;______ ____
http://www.wikidata.org/entity/Q4438662;Sredno selo (Oblast Veliko Tarnovo);______ ____ (______ ______ _______)
http://www.wikidata.org/entity/Q4438753;Sredorek;________
http://www.wikidata.org/entity/Q4439306;Stambolovo;__________
http://www.wikidata.org/entity/Q4439307;Stambolovo (Oblast Ruse);__________ (______ ____)
http://www.wikidata.org/entity/Q4439591;Stanyantsi (Oblast Shumen);________ (______ _____)
http://www.wikidata.org/entity/Q4439593;Stanyovtsi;_________
http://www.wikidata.org/entity/Q4439596;Stara reka (Oblast Yambol);_____ ____ (______ _____)
http://www.wikidata.org/entity/Q4439599;Stara Reka;_____ ____
http://www.wikidata.org/entity/Q4440034;Staro Selo;_____ ____
http://www.wikidata.org/entity/Q4442417;Stefan Karadzha;______ _______
http://www.wikidata.org/entity/Q4442419;Stefan Karadzha (Oblast Silistra);______ _______ (______ ________)
http://www.wikidata.org/entity/Q4442890;Stoletovo;_________
http://www.wikidata.org/entity/Q4442891;Stoletovo (Oblast Stara Zagora);_________ (______ _____ ______)
http://www.wikidata.org/entity/Q4443254;Stoyanovtsi (Oblast Veliko Tarnovo);_________ (______ ______ _______)
http://www.wikidata.org/entity/Q4443288;Strazha;______
http://www.wikidata.org/entity/Q4443297;Strazhets;_______
http://www.wikidata.org/entity/Q4443342;Strandzha;________
http://www.wikidata.org/entity/Q4443539;Strashimir;_________
http://www.wikidata.org/entity/Q4443609;Strelets;_______
http://www.wikidata.org/entity/Q4443611;Strelets (Oblast Stara Zagora);_______ (______ _____ ______)
http://www.wikidata.org/entity/Q4443726;Streltsi;_______
http://www.wikidata.org/entity/Q4443727;Streltsi (Oblast Sliven);_______ (______ ______)
http://www.wikidata.org/entity/Q4444397;Strupets;_______
http://www.wikidata.org/entity/Q4444442;Stryama;______
http://www.wikidata.org/entity/Q4444467;Studena;_______
http://www.wikidata.org/entity/Q4444498;Studenitsa;_________
http://www.wikidata.org/entity/Q4446865;Suha Reka;____ ____
http://www.wikidata.org/entity/Q4447198;Suhodol;_______
http://www.wikidata.org/entity/Q4447884;Saedinenie (Oblast Targovishte);__________ (______ _________)
http://www.wikidata.org/entity/Q4448054;Sarnevo;_______
http://www.wikidata.org/entity/Q4448057;Sarnino;_______
http://www.wikidata.org/entity/Q4452378;Tatarevo;________
http://www.wikidata.org/entity/Q4455472;Tervel;______
http://www.wikidata.org/entity/Q4458803;Ticha;____
http://www.wikidata.org/entity/Q4459359;Todorovtsi (Oblast Veliko Tarnovo);_________ (______ ______ _______)
http://www.wikidata.org/entity/Q4461644;Trave;_____
http://www.wikidata.org/entity/Q4461799;Trakiya;______
http://www.wikidata.org/entity/Q4462798;Tri Mogili;___ ______
http://www.wikidata.org/entity/Q4464069;Troyanovo (Oblast Stara Zagora);________ (______ _____ ______)
http://www.wikidata.org/entity/Q4464658;Trankovo (Oblast Yambol);________ (______ _____)
http://www.wikidata.org/entity/Q4464659;Trankovo;________
http://www.wikidata.org/entity/Q4467127;Tarnava;_______
http://www.wikidata.org/entity/Q4467139;Tarnovtsi;________
http://www.wikidata.org/entity/Q4480316;Fabrika;_______
http://www.wikidata.org/entity/Q4494555;Hadzhidimitrovo (Oblast Stara Zagora);______________ (______ _____ ______)
http://www.wikidata.org/entity/Q4500660;Hrabrovo;________
http://www.wikidata.org/entity/Q4501485;Hristovtsi (Oblast Veliko Tarnovo);_________ (______ ______ _______)
http://www.wikidata.org/entity/Q4502305;Huma;____
http://www.wikidata.org/entity/Q4502661;Harsovo (Oblast Shumen);_______ (______ _____)
http://www.wikidata.org/entity/Q4503127;Tsar Asen;___ ____
http://www.wikidata.org/entity/Q4503128;Tsar Asen (Oblast Targovishte);___ ____ (______ _________)
http://www.wikidata.org/entity/Q4503141;Tsarevets (Oblast Vratsa);_______ (______ _____)
http://www.wikidata.org/entity/Q4503176;Tsarevtsi;_______
http://www.wikidata.org/entity/Q4503489;Tsvetnitsa;________
http://www.wikidata.org/entity/Q4506603;Chavdartsi (Oblast Veliko Tarnovo);________ (______ ______ _______)
http://www.wikidata.org/entity/Q4506744;Chayka;_____
http://www.wikidata.org/entity/Q4511874;Chepino;______
http://www.wikidata.org/entity/Q4513203;Cherkovna;________
http://www.wikidata.org/entity/Q4513204;Cherkovna;________
http://www.wikidata.org/entity/Q4513205;Cherkovna;________
http://www.wikidata.org/entity/Q4513208;Cherkovna;________
http://www.wikidata.org/entity/Q4513276;Cherna Voda;_____ ____
http://www.wikidata.org/entity/Q4513482;Cherni Vrah;_____ ____
http://www.wikidata.org/entity/Q4513962;Chernozem;________
http://www.wikidata.org/entity/Q4515414;Cheshma;_____
http://www.wikidata.org/entity/Q4517852;Chukovets;_______
http://www.wikidata.org/entity/Q4524131;Shipkovitsa;_________
http://www.wikidata.org/entity/Q4538295;Yantra;_____
http://www.wikidata.org/entity/Q4538529;Yarebitsa;_______
http://www.wikidata.org/entity/Q4539164;Yasen;____
http://www.wikidata.org/entity/Q4539210;Yasenovo;_______
http://www.wikidata.org/entity/Q6703011;Temenuga (Oblast Veliko Tarnovo);________ (______ ______ _______)
http://www.wikidata.org/entity/Q7214973;Razdelna;________
http://www.wikidata.org/entity/Q7223337;Matenitsa;________
http://www.wikidata.org/entity/Q7224960;Mechka (Oblast Pleven);_____ (______ ______)
http://www.wikidata.org/entity/Q7240051;Lik;___
http://www.wikidata.org/entity/Q7254699;Kozarevets;_________
http://www.wikidata.org/entity/Q7261122;Kalenik;_______
http://www.wikidata.org/entity/Q7264800;Iglika (Oblast Yambol);______ (______ _____)
http://www.wikidata.org/entity/Q7272077;Zavoy;_____
http://www.wikidata.org/entity/Q7279402;Dobrich;______
http://www.wikidata.org/entity/Q7293934;Vladislav;_________
http://www.wikidata.org/entity/Q12074184;Ilinden;_______
http://www.wikidata.org/entity/Q12097397;Gradat;______
http://www.wikidata.org/entity/Q12099731;Debelets;_______
http://www.wikidata.org/entity/Q12101892;Dolna Vasilitsa;_____ ________
http://www.wikidata.org/entity/Q12133279;Neykyovets;_________
http://www.wikidata.org/entity/Q12140540;Parvan;______
http://www.wikidata.org/entity/Q12140919;Q12140919;Q12140919
http://www.wikidata.org/entity/Q12143991;Prespa;______
http://www.wikidata.org/entity/Q12168477;Tseperanite;__________
http://www.wikidata.org/entity/Q12169851;Cherkovishte;_________
http://www.wikidata.org/entity/Q12275845;Varhari (Oblast Blagoevgrad);_______ (______ ___________)
http://www.wikidata.org/entity/Q12294032;Slivovo (oblast Smolyan);_______ (______ ______)
http://www.wikidata.org/entity/Q12295031;Stancha (Oblast Gabrovo);______ (______ _______)
http://www.wikidata.org/entity/Q12297104;Tamrash (selo);______ (____)
http://www.wikidata.org/entity/Q24574606;Dolno Panicherevo;_____ __________
http://www.wikidata.org/entity/Q30097479;Vladovtsi;________
http://www.wikidata.org/entity/Q30097496;Vlasatili;_________
http://www.wikidata.org/entity/Q30097499;Valkovtsi;________
http://www.wikidata.org/entity/Q30097502;Gaydari;_______
http://www.wikidata.org/entity/Q30097532;Dzhurovtsi;________
http://www.wikidata.org/entity/Q30097554;Irinetsi;_______
http://www.wikidata.org/entity/Q30097558;Karandili;_________
http://www.wikidata.org/entity/Q30097568;Nyushkovtsi;________
http://www.wikidata.org/entity/Q30097570;Plazishte;_______
http://www.wikidata.org/entity/Q30097572;Popovi livadi;______ ______
http://www.wikidata.org/entity/Q43847185;Brestovets;_________
http://www.wikidata.org/entity/Q61021266;Q61021266;Q61021266
http://www.wikidata.org/entity/Q83272303;Banzareto;_________
